system,pattern,workload,chunks,repetition,ref_makespan_s,wms_makespan_s,overhead_s,overhead_pct,ratio,ref_compute_phase_s,wms_compute_phase_s,wms_task_span_s,wms_gen_to_pre_s,wms_pre_to_comp_s,wms_comp_to_post_s,wms_pre_to_split_s,wms_split_to_comp_s,wms_comp_to_agg_s,wms_agg_to_post_s,wms_start_spread_s
Merlin,Pipeline,long,1,2,187.386839781,189.667659091,2.280819310,1.217171554,1.012171716,,,187.498237281,0.141718727,0.141957456,0.190558061,,,,,
Merlin,Pipeline,long,1,3,193.590920309,193.250429656,-0.340490653,-0.175881520,0.998241185,,,191.056946060,0.142710613,0.142127705,0.189836322,,,,,
Merlin,Scatter-Gather,short,1,1,3.472840271,6.157832745,2.684992474,77.314021506,1.773140215,3.234743384,3.279708433,4.013082292,0.140351092,,,0.140293513,0.139601636,0.164660139,0.139074408,0.000000000
Merlin,Scatter-Gather,short,1,2,3.542664935,5.418023624,1.875358689,52.936383299,1.529363833,3.318515548,3.258967522,3.986102227,0.141008170,,,0.139445217,0.141019529,0.160763316,0.136284089,0.000000000
Merlin,Scatter-Gather,short,1,3,3.467376654,5.386608257,1.919231603,55.351113955,1.553511140,3.244603453,3.235948719,3.964165670,0.139430287,,,0.141518248,0.139867455,0.161266714,0.137740773,0.000000000
Merlin,Scatter-Gather,short,1,4,3.544448386,5.411275062,1.866826676,52.669032602,1.526690326,3.322520721,3.238789227,3.967925904,0.142185945,,,0.138934049,0.140164774,0.162461569,0.136876698,0.000000000
Merlin,Scatter-Gather,short,1,5,3.502368055,5.489853588,1.987485533,56.746906715,1.567469067,3.277947740,3.301777859,4.038622984,0.141775576,,,0.140728711,0.145549270,0.161384874,0.138660600,0.000000000
Merlin,Scatter-Gather,short,2,1,1.860145744,3.933141942,2.072996198,111.442676182,2.114426762,1.633892377,1.702218746,2.489103377,0.140209224,,,0.138961069,0.168719892,0.190812168,0.137661935,0.052074828
Merlin,Scatter-Gather,short,2,2,1.849299960,3.897574872,2.048274912,110.759474196,2.107594742,1.623751591,1.686547549,2.466210634,0.137765983,,,0.138520010,0.167030799,0.188281645,0.137621872,0.049724398
Merlin,Scatter-Gather,short,2,3,1.883577136,3.948372826,2.064795690,109.620978644,2.096209786,1.658162229,1.724107767,2.509208410,0.139139115,,,0.138241129,0.166341859,0.192822236,0.138696707,0.050100436
